11 0
0.160 0.16 -0.15 -0.15 0.1350 0.1350 -0.135 -0.135 0.000 0.00
-0.32 0.32 0.270 -0.27 -0.310 0.3100 0.3100 -0.310 -0.13 0.13
0.000 0.00 0.000 0.000 -0.225 -0.225 -0.225 -0.225 0.160 0.16
