9 0
0.130 0.130 -0.130 -0.13 -0.15 -0.15 0.0000 0.000 0.155
-0.24 0.240 -0.240 0.240 -0.10 0.100 -0.125 0.125 0.000
0.290 0.290 0.2900 0.290 0.220 0.220 0.3800 0.380 0.240
