11 2
0.0013399221    -0.0705683018   -0.0569143439   -0.3002288656   -0.0895321989   0.0696765241    0.0589110491    0.3041357676    0.0790080767    0.0019499123    0.0022224614
-0.3215781397   0.6105914382    -0.5782590436   -0.3156627337   0.1336602224    0.6062299361    -0.5781748701   -0.3157026686   0.1361409469    0.452153527 0.170601388
0.3995499268    -0.2967051277   -0.3066695975   0.4126711767    -0.3329682688   -0.2975358022   -0.3067518874   0.4126544767    -0.3303554196   0.3200142779    0.326096248
-0.0013918204   -0.0083976942   -0.0138615755   -0.0260782247   0.0043240513    0.0094407563    0.0101183694    0.0274500807    -0.0034329472   0.0005262128    0.0013027914
0.092396313 -0.0526114396   -0.0499024991   0.1995243965    -0.0552174126   -0.0571586015   -0.0502600417   0.1995615211    -0.0499327993   -0.1265180726   -0.0498813643
-0.051881849    0.003287271 -0.0044568953   0.1373185935    0.0523543865    0.0046128523    -0.0042365463   0.1373335196    0.0544586038    -0.1711745218   -0.1576154176
-0.0040374875   0.0057123391    -0.0010367071   0.0899295788    0.0244858123    -0.0023644311   -0.007870445    -0.1009859123   0.0015253259    -0.0028842279   -0.0024738452
-0.0207621896   -0.0499766234   -0.0417169244   0.1142581174    -0.0530640097   -0.0436137253   -0.0413530176   0.1143948446    -0.051826284    0.0505686731    0.023091142
0.0180726161    0.0294867909    0.0381119512    -0.1062612566   -0.0125762095   0.0319705604    0.0379320643    -0.1062048564   -0.0154052778   0.0539404164    0.030933201

